timestamp,symbol,side,quantity_usd,order_pct_of_depth,spread_bps,volatility,depth_imbalance,slippage_bps
2025-07-03 19:42:42,BTC-USDT-SWAP,buy,10000.0,16.43976988621639,-2.416807616847504,0.3,0.1609012047460614,-14.188349895482908
2025-07-03 19:43:16,BTC-USDT-SWAP,buy,10000.0,16.43976988621639,-5.628024439060704,0.3,0.865158389820474,4.728478251216848
